Date,Open,Low,High,Close,Volume,Amount
2015-02-10 15:22:00,1.07,1.07,1.07,1.07,30000,32100
2015-02-10 15:46:00,1.07,1.07,1.07,1.07,2000,2140
2015-02-11 09:31:00,1.1,1.1,1.1,1.1,1000,1100
2015-02-11 10:18:00,1.09,1.09,1.09,1.09,941,978
2015-02-11 10:22:00,1.1,1.1,1.1,1.1,200000,218880
2015-02-11 10:28:00,1.07,1.07,1.07,1.07,1000,1070
2015-02-11 10:37:00,1.09,1.09,1.09,1.09,4000,4360
2015-02-11 10:39:00,1.09,1.09,1.09,1.09,28000,30520
2015-02-11 10:42:00,1.09,1.09,1.09,1.09,11000,11990
2015-02-11 11:40:00,1.09,1.09,1.09,1.09,2000,2180
2015-02-11 11:47:00,1.08,1.08,1.08,1.08,37000,39960
2015-02-11 11:49:00,1.1,1.1,1.1,1.1,3000,3300
2015-02-11 13:22:00,1.1,1.1,1.1,1.1,1000,1100
2015-02-11 13:54:00,1.09,1.09,1.09,1.09,1000,1090
2015-02-11 13:55:00,1.09,1.09,1.09,1.09,49000,53410
2015-02-11 14:40:00,1.09,1.09,1.09,1.09,23000,25070
2015-02-11 14:41:00,1.09,1.09,1.09,1.09,3000,3270
2015-02-11 14:47:00,1.09,1.09,1.09,1.09,4000,4360
2015-02-11 14:49:00,1.09,1.09,1.09,1.09,1000,1090
2015-02-11 14:59:00,1.09,1.09,1.09,1.09,6000,6540
2015-02-11 15:08:00,1.08,1.08,1.08,1.08,80000,86400
2015-02-11 15:21:00,1.09,1.09,1.09,1.09,5000,5450
2015-02-11 15:32:00,1.08,1.08,1.08,1.08,8000,8640
2015-02-11 15:44:00,1.08,1.08,1.08,1.08,42000,45360
2015-02-11 15:45:00,1.09,1.09,1.09,1.09,130000,141700
2015-02-11 15:51:00,1.09,1.09,1.09,1.09,4000,4360
2015-02-11 15:55:00,1.09,1.09,1.09,1.09,50000,54500
2015-02-11 15:56:00,1.09,1.09,1.09,1.09,4000,4360
2015-02-11 15:58:00,1.09,1.09,1.09,1.09,4000,4360
2015-02-11 15:59:00,1.09,1.09,1.1,1.1,300000,327040
2015-02-11 16:00:00,1.09,1.09,1.09,1.09,80000,87200
2015-02-12 10:40:00,1.09,1.09,1.09,1.09,40000,43600
2015-02-12 13:19:00,1.08,1.08,1.08,1.08,50000,54000
2015-02-12 13:27:00,1.09,1.09,1.09,1.09,1000,1090
2015-02-12 13:28:00,1.08,1.08,1.09,1.09,31000,33490
2015-02-12 13:53:00,1.08,1.08,1.08,1.08,50000,54000
2015-02-12 13:57:00,1.07,1.07,1.08,1.08,11000,11780
2015-02-12 13:59:00,1.07,1.07,1.08,1.08,11000,11780
2015-02-12 14:02:00,1.09,1.09,1.09,1.09,6000,6540
2015-02-12 14:04:00,1.07,1.07,1.07,1.07,20000,21400
2015-02-12 14:32:00,1.09,1.09,1.09,1.09,1000,1090
2015-02-12 14:46:00,1.08,1.08,1.08,1.08,10000,10800
2015-02-12 15:02:00,1.09,1.09,1.09,1.09,5000,5450
2015-02-12 15:11:00,1.08,1.08,1.08,1.08,34000,36730
2015-02-12 15:16:00,1.09,1.09,1.09,1.09,2000,2180
2015-02-13 10:10:00,1.09,1.09,1.09,1.09,5000,5450
2015-02-13 10:22:00,1.09,1.09,1.09,1.09,5000,5450
2015-02-13 10:41:00,1.08,1.08,1.08,1.08,6000,6480
2015-02-13 11:19:00,1.08,1.08,1.08,1.08,40000,43200
2015-02-13 13:01:00,1.08,1.08,1.08,1.08,8000,8640
2015-02-13 13:07:00,1.07,1.07,1.07,1.07,98000,104860
2015-02-13 13:15:00,1.08,1.08,1.08,1.08,1000,1080
2015-02-13 15:44:00,1.07,1.07,1.07,1.07,174000,186180
2015-02-13 15:47:00,1.06,1.06,1.06,1.06,100000,106000
2015-02-13 15:48:00,1.07,1.07,1.07,1.07,1000,1070
2015-02-13 15:49:00,1.07,1.07,1.07,1.07,201000,213070
2015-02-13 15:51:00,1.06,1.06,1.07,1.07,241000,255470
2015-02-13 15:58:00,1.08,1.08,1.08,1.08,1000,1080
2015-02-16 09:33:00,1.09,1.09,1.09,1.09,1000,1090
2015-02-16 09:42:00,1.09,1.09,1.09,1.09,1000,1090
2015-02-16 10:00:00,1.08,1.08,1.08,1.08,6000,6480
2015-02-16 10:06:00,1.09,1.09,1.09,1.09,1000,1090
2015-02-16 10:31:00,1.06,1.06,1.06,1.06,20000,21300
2015-02-16 10:34:00,1.09,1.09,1.09,1.09,1000,1090
2015-02-16 13:57:00,1.09,1.09,1.09,1.09,2000,2180
2015-02-16 14:03:00,1.09,1.09,1.09,1.09,1000,1090
2015-02-16 14:04:00,1.06,1.06,1.06,1.06,8000,8540
2015-02-16 14:07:00,1.09,1.09,1.09,1.09,1000,1090
2015-02-16 14:56:00,1.07,1.07,1.07,1.07,90000,96300
2015-02-16 14:58:00,1.07,1.07,1.07,1.07,3000,3210
2015-02-16 14:59:00,1.06,1.06,1.06,1.06,57000,60420
2015-02-16 15:10:00,1.09,1.09,1.09,1.09,1000,1090
2015-02-16 15:14:00,1.06,1.06,1.06,1.06,100000,106040
2015-02-16 15:21:00,1.09,1.09,1.09,1.09,1000,1090
2015-02-16 16:00:00,1.09,1.09,1.09,1.09,2000,2180
2015-02-17 09:46:00,1.06,1.06,1.06,1.06,1000,1060
2015-02-17 10:03:00,1.09,1.09,1.09,1.09,1000,1090
2015-02-17 10:44:00,1.09,1.09,1.09,1.09,32000,34880
2015-02-17 13:06:00,1.09,1.09,1.09,1.09,50000,54500
2015-02-17 13:13:00,1.09,1.09,1.09,1.09,10000,10900
2015-02-17 13:22:00,1.08,1.08,1.08,1.08,1000,1080
2015-02-17 13:41:00,1.09,1.09,1.09,1.09,4000,4360
2015-02-17 15:06:00,1.08,1.08,1.08,1.08,100000,108000
2015-02-17 15:30:00,1.09,1.09,1.09,1.09,2000,2180
2015-02-17 15:40:00,1.09,1.09,1.09,1.09,1000,1090
2015-02-18 09:31:00,1.15,1.15,1.15,1.15,1000,1150
2015-02-18 09:57:00,1.1,1.1,1.1,1.1,18000,19800
2015-02-18 10:26:00,1.1,1.1,1.1,1.1,10000,11000
2015-02-18 10:28:00,1.1,1.1,1.1,1.1,15000,16500
2015-02-18 10:50:00,1.1,1.1,1.1,1.1,8000,8800
2015-02-18 11:16:00,1.11,1.11,1.11,1.11,63000,69930
2015-02-18 11:22:00,1.12,1.12,1.12,1.12,1000,1120
2015-02-18 11:23:00,1.12,1.12,1.12,1.12,26000,29120
2015-02-18 11:26:00,1.13,1.13,1.13,1.13,1000,1130
2015-02-18 11:36:00,1.1,1.1,1.1,1.1,41000,45100
2015-02-18 11:40:00,1.12,1.12,1.12,1.12,1000,1120
2015-02-18 11:59:00,1.1,1.1,1.1,1.1,10000,11000
2015-02-23 09:35:00,1.1,1.1,1.1,1.1,1000,1100
2015-02-23 09:38:00,1.09,1.09,1.09,1.09,7000,7630
2015-02-23 09:40:00,1.08,1.08,1.08,1.08,20000,21600
2015-02-23 09:42:00,1.09,1.09,1.09,1.09,1000,1090
2015-02-23 09:46:00,1.09,1.09,1.09,1.09,43000,46870
2015-02-23 09:47:00,1.1,1.1,1.1,1.1,46000,50600
2015-02-23 10:02:00,1.1,1.1,1.1,1.1,1000,1100
2015-02-23 10:16:00,1.1,1.1,1.1,1.1,15000,16500
2015-02-23 10:18:00,1.1,1.1,1.1,1.1,2000,2200
2015-02-23 10:19:00,1.1,1.1,1.1,1.1,42000,46200
2015-02-23 10:21:00,1.11,1.11,1.11,1.11,19000,21090
2015-02-23 10:22:00,1.11,1.11,1.11,1.11,10000,11100
2015-02-23 10:26:00,1.1,1.1,1.1,1.1,20000,22000
2015-02-23 10:27:00,1.1,1.1,1.1,1.1,10000,11000
2015-02-23 10:28:00,1.1,1.1,1.1,1.1,6000,6600
2015-02-23 10:30:00,1.11,1.1,1.11,1.1,31000,34210
2015-02-23 10:33:00,1.1,1.1,1.1,1.1,4000,4400
2015-02-23 10:51:00,1.11,1.11,1.11,1.11,20000,22200
2015-02-23 10:52:00,1.11,1.11,1.11,1.11,20000,22200
2015-02-23 10:55:00,1.11,1.11,1.11,1.11,10000,11100
2015-02-23 11:44:00,1.12,1.12,1.12,1.12,1000,1120
2015-02-23 12:00:00,1.1,1.1,1.1,1.1,14000,15400
2015-02-23 13:25:00,1.12,1.12,1.12,1.12,1000,1120
2015-02-23 13:32:00,1.11,1.11,1.11,1.11,10000,11100
2015-02-23 14:12:00,1.12,1.12,1.12,1.12,1000,1120
2015-02-23 14:34:00,1.12,1.12,1.12,1.12,40000,44800
2015-02-23 14:36:00,1.12,1.12,1.12,1.12,43000,48160
2015-02-23 14:37:00,1.13,1.13,1.13,1.13,1000,1130
2015-02-23 14:49:00,1.12,1.12,1.12,1.12,39000,43680
2015-02-23 14:50:00,1.12,1.12,1.12,1.12,1000,1120
2015-02-23 14:52:00,1.12,1.12,1.12,1.12,1000,1120
2015-02-23 14:58:00,1.12,1.12,1.12,1.12,30000,33600
2015-02-23 15:00:00,1.12,1.12,1.12,1.12,20000,22400
2015-02-23 15:43:00,1.12,1.12,1.12,1.12,13000,14560
2015-02-23 15:46:00,1.12,1.12,1.12,1.12,10000,11200
2015-02-23 15:51:00,1.11,1.11,1.11,1.11,20000,22200
2015-02-23 15:56:00,1.12,1.12,1.12,1.12,10000,11200
2015-02-23 15:59:00,1.11,1.11,1.11,1.11,10000,11100
2015-02-23 16:00:00,1.11,1.11,1.11,1.11,15000,16650
2015-02-24 09:58:00,1.11,1.11,1.11,1.11,500,530
2015-02-24 10:33:00,1.09,1.09,1.09,1.09,1000,1090
2015-02-24 10:42:00,1.11,1.11,1.11,1.11,1000,1110
2015-02-24 11:09:00,1.11,1.11,1.11,1.11,40000,44400
2015-02-24 11:28:00,1.11,1.11,1.11,1.11,236000,261960
2015-02-24 11:32:00,1.11,1.11,1.11,1.11,1000,1110
2015-02-24 11:34:00,1.13,1.13,1.13,1.13,1000,1130
2015-02-24 13:13:00,1.1,1.1,1.1,1.1,1000,1100
2015-02-24 13:17:00,1.13,1.13,1.13,1.13,1000,1130
2015-02-24 13:26:00,1.12,1.12,1.12,1.12,20000,22400
2015-02-24 13:53:00,1.1,1.1,1.1,1.1,1000,1100
2015-02-24 14:06:00,1.12,1.12,1.12,1.12,1000,1120
2015-02-24 14:59:00,1.12,1.12,1.12,1.12,9000,10080
2015-02-24 15:20:00,1.1,1.1,1.1,1.1,70000,77000
2015-02-24 15:23:00,1.12,1.12,1.12,1.12,1000,1120
2015-02-24 15:45:00,1.1,1.1,1.1,1.1,5000,5500
2015-02-24 15:48:00,1.12,1.12,1.12,1.12,1000,1120
2015-02-24 15:49:00,1.1,1.1,1.1,1.1,35000,38500
2015-02-24 15:50:00,1.12,1.12,1.12,1.12,1000,1120
2015-02-24 16:01:00,1.1,1.1,1.1,1.1,15000,16500
2015-02-25 09:31:00,1.19,1.19,1.19,1.19,1000,1190
2015-02-25 09:36:00,1.13,1.13,1.13,1.13,1000,1130
2015-02-25 11:02:00,1.11,1.11,1.11,1.11,16000,17760
2015-02-25 11:37:00,1.11,1.11,1.11,1.11,941,978
2015-02-25 11:42:00,1.1,1.1,1.1,1.1,1000,1100
2015-02-25 11:51:00,1.11,1.11,1.11,1.11,1000,1110
2015-02-25 15:24:00,1.09,1.09,1.09,1.09,1000,1090
2015-02-25 15:26:00,1.1,1.1,1.1,1.1,1000,1100
2015-02-25 15:36:00,1.09,1.09,1.09,1.09,91000,99190
2015-02-25 15:40:00,1.09,1.09,1.09,1.09,20000,21800
2015-02-25 15:51:00,1.08,1.08,1.08,1.08,49000,52920
2015-02-25 15:52:00,1.09,1.09,1.09,1.09,32000,34580
2015-02-25 15:57:00,1.09,1.09,1.09,1.09,21000,22690
2015-02-25 15:58:00,1.1,1.1,1.1,1.1,27000,28930
2015-02-25 15:59:00,1.1,1.1,1.11,1.11,2000,2210
2015-02-26 09:36:00,1.1,1.1,1.1,1.1,20000,21800
2015-02-26 09:37:00,1.1,1.1,1.1,1.1,8000,8800
2015-02-26 09:38:00,1.09,1.09,1.09,1.09,84000,91560
2015-02-26 10:38:00,1.09,1.09,1.09,1.09,13000,14170
2015-02-26 11:54:00,1.09,1.09,1.09,1.09,1000,1090
2015-02-26 12:01:00,1.09,1.09,1.09,1.09,6000,6540
2015-02-26 13:16:00,1.08,1.08,1.08,1.08,10000,10800
2015-02-26 13:35:00,1.09,1.09,1.09,1.09,1000,1090
2015-02-26 14:19:00,1.07,1.07,1.07,1.07,181000,194680
2015-02-26 14:43:00,1.08,1.08,1.08,1.08,49000,52920
2015-02-26 14:46:00,1.09,1.09,1.09,1.09,1000,1090
2015-02-26 15:11:00,1.08,1.08,1.08,1.08,11000,11880
2015-02-26 15:38:00,1.08,1.08,1.08,1.08,30000,32400
2015-02-26 15:53:00,1.07,1.07,1.08,1.08,73000,78500
2015-02-26 15:56:00,1.09,1.09,1.09,1.09,1000,1090
2015-02-27 09:31:00,1.1,1.1,1.1,1.1,1000,1100
2015-02-27 10:45:00,1.09,1.09,1.09,1.09,20000,21800
2015-02-27 11:31:00,1.08,1.08,1.1,1.1,107000,116310
2015-02-27 11:32:00,1.11,1.11,1.11,1.11,456000,504190
2015-02-27 11:34:00,1.12,1.12,1.12,1.12,1000,1120
2015-02-27 11:54:00,1.1,1.1,1.1,1.1,30000,33000
2015-02-27 11:55:00,1.12,1.12,1.12,1.12,1000,1120
2015-02-27 11:56:00,1.1,1.1,1.1,1.1,35000,38500
2015-02-27 12:00:00,1.12,1.12,1.12,1.12,6000,6720
2015-02-27 13:03:00,1.09,1.09,1.09,1.09,20000,21800
2015-02-27 15:05:00,1.08,1.08,1.08,1.08,20000,21600
2015-02-27 15:22:00,1.08,1.08,1.08,1.08,10000,10800
2015-02-27 15:26:00,1.09,1.08,1.09,1.08,139000,149470
2015-02-27 15:31:00,1.09,1.09,1.09,1.09,1000,1090
2015-02-27 15:50:00,1.08,1.08,1.08,1.08,133000,142970
2015-02-27 15:52:00,1.08,1.08,1.08,1.08,183000,195980
2015-02-27 15:55:00,1.07,1.07,1.07,1.07,4000,4280
2015-02-27 15:57:00,1.08,1.08,1.08,1.08,116000,123290
